date,registration,fatalities,summary,all_aboard,cat,location,Country,Cleaned Country
1953-02-02,gahfa,39,"Last know coordinates 46' 15"" N, 46'31""W, over the North Atlantic. A distress message was received. No trace of the aircraft or its occupants were ever found.",39,A1,"near Newfoudland, Canada",Canada,Canada
1953-02-07,fbfgr,9,Crashed into a grove of small trees and burst into flames while trying to land in heavy fog. Misjudgement by the pilot. Wrong altimeter setting.,19,A1,near Bordeaux-MÃ©rign...,near Bordeaux-MÃ©rign...,near Bordeaux-MÃ©rign...
1953-02-14,n90893,46,"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a ""frontal wave"" storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed.",46,A1,"near Mobile Point, AL...",AL...,AL...
1953-03-03,cfcun,11,"The aircraft overran the runway during takeoff. Excessive nose-up attitude of the aircraft during the takeoff run producing a partly stalled condition and excessive drag. The pilot who had only limited experience in the Comet aircraft, elected to takeoff at night at the maximum permissable weight  for the prevailing conditions. The circumstances required strict adherence to the prescribed takeoff technique, which was not complied with.  First fatal crash of a commercial jet aircraft. The aircraft was named Empress of Hawaii.",11,A1,near Karachi-Mauripur...,near Karachi-Mauripur...,near Karachi-Mauripur...
1953-03-04,n4717n,2,"After missing his first approach to the airport, the pilot displayed poor judgement in attempting a circle under the overcast in rain and at night, rather than execute a standard instrument approach.",2,A1,near Windsor Locks-Br...,near Windsor Locks-Br...,near Windsor Locks-Br...
1953-03-14,apaeg,16,Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position.,16,A1,near Kalahasahar,near Kalahasahar,near Kalahasahar
1953-03-17,fbefg,8,Crashed into the sea in poor weather conditions.,8,A1,near Da Nang Airport ...,near Da Nang Airport ...,near Da Nang Airport ...
1953-03-20,n88942,35,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomic bombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown.",35,A1,"near Alvarado, CA",CA,United States of America
1953-03-29,vpyey,13,"Crashed after a wing failed due to metal fatigue cracks after the aircraft encountered strong winds. A wrong type of grease used when fitting press fit bolts to the booms caused corrosion, thus weakening the lower starboard boom at the outboard bolt hole.",13,A1,Mkwaya,Mkwaya,Mkwaya
1953-04-10,fbale,4,The cargo plane crashed on take off after experiencing duel engine failure.,15,A1,Miandrivazo Airp...,Miandrivazo Airp...,Miandrivazo Airp...
1953-04-10,vpjbc,13,"Lost an engine on takeoff, climbed to 100-200 ft. entering a slight banking turn and crashed into the sea. Failure of the left engine which was due to the cracking of the accessory drive gear. Failure of the pilot to take precautionary steps on hearing the back firing, which was a warning of possible engine failure.",13,A1,Kingston Airport...,Kingston Airport...,Kingston Airport...
1953-04-14,vtauj,3,The cargo plane broke apart in midair and crashed in the Khasi hills. The port wing failed in the air due to an upload as a result of being subjected to loads greater than those for which it was designed.,3,A1,near Gauhati,near Gauhati,near Gauhati
1953-04-14,n65743,7,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures.",25,A1,"near Selleck, WA",WA,WA
1953-04-16,fbess,30,Crashed after takeoff due to wing failure.,30,A1,near Hanoi,near Hanoi,near Hanoi
1953-04-20,n91303,8,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.,10,A1,San Francisco Ba...,San Francisco Ba...,San Francisco Ba...
1953-05-02,galyv,43,"The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed ""York Victor.""",43,A1,near Calcutta-Dum Dum...,near Calcutta-Dum Dum...,near Calcutta-Dum Dum...
1953-05-07,wg258,10,Crashed into the sea. Unknown cause.,10,A1,"near Hartland Point, ...",...,...
1953-05-09,vtaud,18,"Stalled following takeoff. An error of judgement by the pilot, who executed a steep starboard turn. He could not come out of the overbanked turn in time because of the low altitude. Inexperience of the pilot with the type of the aircraft which he was flying.",18,A1,near Delhi,near Delhi,near Delhi
1953-05-11,cfcrv,2,Crashed while attempting to land.  Misuse of controls after the aircraft touched down on the water. The aircraft  bounced several times with the final bounce being so severe the nose section was torn off.,19,A1,"Prince Rupert, BC",BC,BC
1953-05-17,n28345,19,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action.",20,A1,"near Marshall, TX",TX,TX
1953-05-24,n53596,6,Mismanagement of fuel resulting in loss of power and control while circling the field preparatory to an approach for landing.,7,A1,Saint Louis-Lamb...,Saint Louis-Lamb...,Saint Louis-Lamb...
1953-05-27,cccpl4534,20,Midair collision. Crew did not follow the prescribed route. Inadequate preparation for flight. Tweny killed on the Li-2 and seven crew on the Li-2T,20,A1,near Barzas,near Barzas,near Barzas
1953-06-14,cccpl1375,18,Crashed after being struck by lightning. Poor planning by the crew in entering an area of deteriorating weather conditions.,18,A1,near Zugdidi,near Zugdidi,near Zugdidi
1953-06-15,ti1002,9,Crashed into the San Ramone mountains while attempting to land in poor weather.,17,A1,San Ramon Mts.,San Ramon Mts.,San Ramon Mts.
1953-06-15,cccld0100,7,Crashed after taking off. Engine fire.,7,A1,near CopiapÃ³-Chamona...,near CopiapÃ³-Chamona...,near CopiapÃ³-Chamona...
1953-06-16,fbest,34,Crashed after on-board fire.  Possibly shot down.,34,A1,Phou-Lassi Hill,Phou-Lassi Hill,Phou-Lassi Hill
1953-06-17,pppda,17,Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.,17,A1,near SÃ£o Paulo-Congo...,near SÃ£o Paulo-Congo...,near SÃ£o Paulo-Congo...
1953-07-12,n90806,58,"Lost at sea while en route from Wake Island to Honolulu, Hawaii, approximately 325 miles east of Wake Island. Cause not determined, but there was thunderstorms and turbulence in the area. Fourteen bodies and all life rafts were recovered. The plywood panel from the navigator's table was recovered with the words ""falling in"" written on it. There is some speculation that a bomb caused the accident. The aircraft was named ""The Royal Hawaiian.""",58,A1,near Wake Island (Pac...,near Wake Island (Pac...,near Wake Island (Pac...
1953-07-17,131663,44,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area. The pilot suffered from spatial disorientation immediately after liftoff.",46,A1,near Milton-Whiting F...,near Milton-Whiting F...,near Milton-Whiting F...
1953-08-03,fbazs,4,The No. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the No. 4 engine and necessitating a ditching 1.5 miles from the coast. Failure in flight of a propeller blade. Four passengers drowned.,42,A1,near Fethiye,near Fethiye,near Fethiye
1953-08-03,apaad,1,"Shortly after taking off, the aircraft entered a turn and crashed to the ground. The failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark.",25,A1,near Sharjah Airport ...,near Sharjah Airport ...,near Sharjah Airport ...
1953-08-18,xagot,2,The cargo plane flew into a mountain east of San Diego.,2,A1,"near San Diego, CA",CA,United States of America
1953-09-01,fbazz,42,"While on approach to land at Nice-Cote d' Azur Airport the aircraft crashed into Mt. Cemet in the French Alps. French violinist Jacques Tribaud, 72, among those killed. Navigational error. Pilot deviated from the prescribled route for reasons unknown.",42,A1,Mont Le Cimet,Mont Le Cimet,Mont Le Cimet
1953-09-01,n19941,21,"Crashed on the fringe of the Cascade mountains, 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",21,A1,"near Vail, WA",WA,WA
1953-09-08,xhtar,3,After a missed approach the No. 2 engine of the cargo plane failed. Failure of the right engine when the pilot wished to obtain maximum power from both engines after a missed landing.,3,A1,near San Andres,near San Andres,near San Andres
1953-09-14,xagic,1,The cargo plane struck a tower in fog while attempting to land. Too low approach.,2,A1,Chablekal,Chablekal,Chablekal
1953-09-16,n94255,28,"After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog and crashed into radio towers. Crew's failure to abandon the landing under adverse weather conditions.",28,A1,"near Albany Airport, ...",...,...
